Transaction Date,Type,Order,Card Brand,Card Source,Payout Status,Payout Date,Available On,Amount,Fee,Net
2026-03-16 11:05:10,charge,#8788,visa,google_pay,paid,2026-03-18,2026-03-18,249.00,3.98,245.02
2026-03-16 11:38:37,charge,#8790,visa,online,paid,2026-03-18,2026-03-18,277.00,4.40,272.60
2026-03-16 11:40:45,charge,#8791,visa,online,paid,2026-03-18,2026-03-18,23.95,0.61,23.34
2026-03-16 12:14:26,charge,#8793,visa,online,paid,2026-03-18,2026-03-18,153.00,2.54,150.46
2026-03-16 12:35:28,charge,#8796,master,online,paid,2026-03-18,2026-03-18,239.00,3.84,235.16
2026-03-16 13:28:25,charge,#8802,visa,online,paid,2026-03-18,2026-03-18,255.00,4.08,250.92
2026-03-16 14:08:37,charge,#8806,visa,google_pay,paid,2026-03-18,2026-03-18,22.05,0.58,21.47
2026-03-16 14:12:23,charge,#8807,visa,online,paid,2026-03-18,2026-03-18,228.00,3.67,224.33
2026-03-16 14:28:04,charge,#8808,visa,online,paid,2026-03-18,2026-03-18,32.15,0.73,31.42
2026-03-16 14:45:46,charge,#8811,visa,online,paid,2026-03-18,2026-03-18,170.95,2.81,168.14
2026-03-16 14:46:35,charge,#8812,visa,online,paid,2026-03-18,2026-03-18,155.00,2.58,152.42
2026-03-16 15:34:40,charge,#8815,master,online,paid,2026-03-18,2026-03-18,62.55,1.19,61.36
2026-03-16 15:50:14,charge,#8817,master,online,paid,2026-03-18,2026-03-18,94.00,1.66,92.34
2026-03-16 15:52:36,refund,#6753,master,online,paid,2026-03-18,2026-03-18,-27.00,0.00,-27.00
2026-03-16 16:11:50,charge,#8819,visa,apple_pay,paid,2026-03-18,2026-03-18,227.00,3.66,223.34
2026-03-16 16:25:38,charge,#8821,master,online,paid,2026-03-18,2026-03-18,29.95,0.70,29.25
2026-03-16 16:39:48,charge,#8823,visa,online,paid,2026-03-18,2026-03-18,38.95,0.83,38.12
2026-03-16 16:50:37,charge,#8825,visa,online,paid,2026-03-18,2026-03-18,267.30,4.26,263.04
2026-03-16 17:31:15,charge,#8828,visa,online,paid,2026-03-18,2026-03-18,309.95,4.90,305.05
2026-03-16 17:50:25,charge,#8830,visa,apple_pay,paid,2026-03-18,2026-03-18,189.00,3.08,185.92
2026-03-16 17:57:54,charge,#8833,master,online,paid,2026-03-18,2026-03-18,73.95,1.36,72.59
2026-03-16 18:23:32,charge,#8835,visa,online,paid,2026-03-18,2026-03-18,416.95,6.50,410.45
2026-03-16 18:55:55,charge,#8836,american_express,online,paid,2026-03-18,2026-03-18,127.00,3.93,123.07
2026-03-16 19:01:06,charge,#8838,master,online,paid,2026-03-18,2026-03-18,586.00,9.04,576.96
2026-03-16 19:50:58,charge,#8844,visa,online,paid,2026-03-18,2026-03-18,274.00,4.36,269.64
2026-03-16 20:06:11,charge,#8845,master,online,paid,2026-03-18,2026-03-18,31.95,0.73,31.22
2026-03-16 20:06:45,charge,#8846,visa,apple_pay,paid,2026-03-18,2026-03-18,23.95,0.61,23.34
2026-03-16 20:08:30,charge,#8848,visa,apple_pay,paid,2026-03-18,2026-03-18,76.95,1.40,75.55
2026-03-16 20:12:20,charge,#8849,visa,online,paid,2026-03-18,2026-03-18,114.00,1.96,112.04
2026-03-16 20:26:28,charge,#8850,visa,online,paid,2026-03-18,2026-03-18,36.95,0.80,36.15
2026-03-16 20:38:11,charge,#8851,visa,online,paid,2026-03-18,2026-03-18,329.00,5.18,323.82
2026-03-16 20:51:14,charge,#8853,visa,online,paid,2026-03-18,2026-03-18,84.00,1.51,82.49
2026-03-16 21:09:16,charge,#8855,american_express,online,paid,2026-03-18,2026-03-18,645.00,18.96,626.04
2026-03-16 21:15:39,charge,#8857,visa,online,paid,2026-03-18,2026-03-18,76.15,1.39,74.76
2026-03-16 21:16:03,charge,#8856,visa,online,paid,2026-03-18,2026-03-18,351.00,5.52,345.48
2026-03-16 21:19:25,charge,#8860,master,online,paid,2026-03-18,2026-03-18,198.00,3.22,194.78
2026-03-16 22:19:11,charge,#8865,visa,google_pay,paid,2026-03-18,2026-03-18,438.95,6.83,432.12
2026-03-16 22:36:17,charge,#8866,visa,online,paid,2026-03-18,2026-03-18,60.95,1.16,59.79
2026-03-16 22:57:14,charge,#8870,american_express,online,paid,2026-03-18,2026-03-18,67.05,2.19,64.86
2026-03-16 23:22:28,charge,#8871,american_express,online,paid,2026-03-18,2026-03-18,823.95,24.14,799.81
2026-03-16 23:26:25,refund,#6663,visa,online,paid,2026-03-18,2026-03-18,-9.06,0.00,-9.06
2026-03-17 00:56:47,refund,#6860,visa,online,paid,2026-03-19,2026-03-19,-189.00,0.00,-189.00
2026-03-17 01:00:51,refund,#8225,master,online,paid,2026-03-19,2026-03-19,-40.95,0.00,-40.95
2026-03-17 01:48:47,refund,#6787,visa,online,paid,2026-03-19,2026-03-19,-73.95,0.00,-73.95
2026-03-17 03:53:48,refund,#7153,visa,google_pay,paid,2026-03-19,2026-03-19,-31.95,0.00,-31.95
2026-03-17 08:30:18,charge,#8880,visa,online,paid,2026-03-19,2026-03-19,37.95,0.82,37.13
2026-03-17 09:24:35,charge,#8884,master,apple_pay,paid,2026-03-19,2026-03-19,64.00,1.21,62.79
2026-03-17 09:26:37,charge,#8885,visa,online,paid,2026-03-19,2026-03-19,111.20,1.92,109.28
2026-03-17 09:55:06,charge,#8886,master,online,paid,2026-03-19,2026-03-19,139.00,2.34,136.66
2026-03-17 10:09:08,charge,#8887,master,online,paid,2026-03-19,2026-03-19,173.00,2.84,170.16
2026-03-17 12:40:38,refund,#6986,visa,apple_pay,paid,2026-03-19,2026-03-19,-68.95,0.00,-68.95
2026-03-17 12:47:53,charge,#8896,master,apple_pay,paid,2026-03-19,2026-03-19,119.00,2.04,116.96
2026-03-17 13:52:34,charge,#8901,visa,apple_pay,paid,2026-03-19,2026-03-19,172.00,2.83,169.17
2026-03-17 13:58:54,charge,#8905,visa,online,paid,2026-03-19,2026-03-19,244.95,3.92,241.03
2026-03-17 14:17:28,charge,#8907,master,online,paid,2026-03-19,2026-03-19,63.95,1.21,62.74
2026-03-17 14:28:08,charge,#8910,visa,online,paid,2026-03-19,2026-03-19,80.10,1.45,78.65
2026-03-17 15:27:54,charge,#8916,master,online,paid,2026-03-19,2026-03-19,465.00,7.22,457.78
2026-03-17 15:30:02,charge,#8917,visa,online,paid,2026-03-19,2026-03-19,89.00,1.58,87.42
2026-03-17 15:41:29,charge,#8919,visa,online,paid,2026-03-19,2026-03-19,155.00,2.58,152.42
2026-03-17 15:48:15,charge,#8921,visa,apple_pay,paid,2026-03-19,2026-03-19,119.00,2.04,116.96
2026-03-17 15:57:08,charge,#8923,visa,apple_pay,paid,2026-03-19,2026-03-19,273.00,4.34,268.66
2026-03-17 16:47:47,charge,#8924,master,online,paid,2026-03-19,2026-03-19,212.80,3.44,209.36
2026-03-17 17:38:35,charge,#8927,visa,apple_pay,paid,2026-03-19,2026-03-19,266.40,4.25,262.15
2026-03-17 18:03:06,charge,#8930,master,google_pay,paid,2026-03-19,2026-03-19,38.95,0.83,38.12
2026-03-17 18:09:07,charge,#8932,master,google_pay,paid,2026-03-19,2026-03-19,700.00,10.75,689.25
2026-03-17 18:12:22,charge,#8934,visa,online,paid,2026-03-19,2026-03-19,31.95,0.73,31.22
2026-03-17 18:22:08,charge,#8936,visa,google_pay,paid,2026-03-19,2026-03-19,38.95,0.83,38.12
2026-03-17 18:24:02,charge,#8937,visa,apple_pay,paid,2026-03-19,2026-03-19,38.00,0.82,37.18
2026-03-17 18:25:41,charge,#8938,visa,online,paid,2026-03-19,2026-03-19,356.00,5.59,350.41
2026-03-17 18:26:18,charge,#8939,master,online,paid,2026-03-19,2026-03-19,99.00,1.74,97.26
2026-03-17 18:29:08,charge,#8940,visa,online,paid,2026-03-19,2026-03-19,405.00,6.32,398.68
2026-03-17 18:37:54,charge,#8943,master,online,paid,2026-03-19,2026-03-19,222.40,3.59,218.81
2026-03-17 19:03:29,charge,#8944,visa,online,paid,2026-03-19,2026-03-19,31.95,0.73,31.22
2026-03-17 19:10:47,charge,#8947,master,online,paid,2026-03-19,2026-03-19,183.05,3.00,180.05
2026-03-17 19:21:40,charge,#8950,visa,google_pay,paid,2026-03-19,2026-03-19,180.00,2.95,177.05
2026-03-17 19:40:41,charge,#8954,master,apple_pay,paid,2026-03-19,2026-03-19,608.00,9.37,598.63
2026-03-17 20:15:00,charge,#8957,visa,online,paid,2026-03-19,2026-03-19,249.00,3.98,245.02
2026-03-17 20:16:20,charge,#8959,visa,online,paid,2026-03-19,2026-03-19,42.95,0.89,42.06
2026-03-17 20:19:53,charge,#8960,visa,online,paid,2026-03-19,2026-03-19,108.00,1.87,106.13
2026-03-17 20:46:37,charge,#8961,visa,online,paid,2026-03-19,2026-03-19,711.95,10.93,701.02
2026-03-17 21:26:35,charge,#8966,visa,apple_pay,paid,2026-03-19,2026-03-19,94.00,1.66,92.34
2026-03-17 21:43:19,charge,#8968,visa,online,paid,2026-03-19,2026-03-19,76.95,1.40,75.55
2026-03-17 22:30:56,charge,#8969,master,online,paid,2026-03-19,2026-03-19,68.95,1.28,67.67
2026-03-17 22:49:45,refund,#6928,master,online,paid,2026-03-19,2026-03-19,-79.20,0.00,-79.20
2026-03-17 23:26:16,charge,#8970,visa,online,paid,2026-03-19,2026-03-19,99.00,1.74,97.26
2026-03-17 23:45:47,charge,#8971,visa,apple_pay,paid,2026-03-19,2026-03-19,76.15,1.39,74.76
2026-03-17 23:58:54,charge,#8972,master,online,paid,2026-03-19,2026-03-19,202.00,3.28,198.72
2026-03-18 01:38:46,refund,#7211,american_express,apple_pay,paid,2026-03-20,2026-03-20,-125.10,0.00,-125.10
2026-03-18 07:26:41,charge,#8977,visa,online,paid,2026-03-20,2026-03-20,119.00,2.04,116.96
2026-03-18 08:37:59,charge,#8979,visa,online,paid,2026-03-20,2026-03-20,178.00,2.92,175.08
2026-03-18 08:40:16,charge,#8980,visa,online,paid,2026-03-20,2026-03-20,618.30,9.52,608.78
2026-03-18 08:41:28,charge,#8981,master,online,paid,2026-03-20,2026-03-20,183.00,3.00,180.00
2026-03-18 08:47:22,refund,#8608,visa,online,paid,2026-03-20,2026-03-20,-81.00,0.00,-81.00
2026-03-18 08:54:02,charge,#8982,master,apple_pay,paid,2026-03-20,2026-03-20,38.95,0.83,38.12
2026-03-18 08:56:01,charge,#8983,master,online,paid,2026-03-20,2026-03-20,166.40,2.75,163.65
2026-03-18 09:10:20,charge,#8985,visa,online,paid,2026-03-20,2026-03-20,199.95,3.25,196.70
2026-03-18 09:11:09,charge,#8986,master,online,paid,2026-03-20,2026-03-20,98.00,1.72,96.28
2026-03-18 09:45:25,charge,#8989,visa,online,paid,2026-03-20,2026-03-20,699.30,10.74,688.56
2026-03-18 09:58:57,charge,#8991,visa,online,paid,2026-03-20,2026-03-20,238.95,3.83,235.12
2026-03-18 10:38:19,charge,#8993,visa,apple_pay,paid,2026-03-20,2026-03-20,1089.00,16.58,1072.42
2026-03-18 11:16:55,charge,#8994,visa,online,paid,2026-03-20,2026-03-20,133.95,2.26,131.69
2026-03-18 11:45:51,charge,#8996,visa,online,paid,2026-03-20,2026-03-20,73.95,1.36,72.59
2026-03-18 11:53:56,refund,#7894,visa,online,paid,2026-03-20,2026-03-20,-50.00,0.00,-50.00
2026-03-18 12:05:37,charge,#8997,master,online,paid,2026-03-20,2026-03-20,103.95,1.81,102.14
2026-03-18 12:22:20,charge,#9002,visa,online,paid,2026-03-20,2026-03-20,131.95,2.23,129.72
2026-03-18 12:57:06,charge,#9003,visa,google_pay,paid,2026-03-20,2026-03-20,52.95,1.04,51.91
2026-03-18 12:57:13,refund,#8639,master,online,paid,2026-03-20,2026-03-20,-23.95,0.00,-23.95
2026-03-18 13:00:58,charge,#9004,visa,online,paid,2026-03-20,2026-03-20,49.95,1.00,48.95
2026-03-18 13:02:41,charge,#9006,visa,online,paid,2026-03-20,2026-03-20,186.40,3.05,183.35
2026-03-18 13:42:18,charge,#9011,visa,online,paid,2026-03-20,2026-03-20,244.80,3.92,240.88
2026-03-18 15:03:47,charge,#9014,master,online,paid,2026-03-20,2026-03-20,189.00,3.08,185.92
2026-03-18 15:11:33,charge,#9017,visa,online,paid,2026-03-20,2026-03-20,124.20,2.11,122.09
2026-03-18 15:57:54,charge,#9021,master,online,paid,2026-03-20,2026-03-20,558.95,8.63,550.32
2026-03-18 17:11:06,charge,#9025,visa,online,paid,2026-03-20,2026-03-20,171.00,2.82,168.18
2026-03-18 17:12:17,charge,#9027,master,online,paid,2026-03-20,2026-03-20,35.55,0.78,34.77
2026-03-18 17:37:22,refund,#6934,master,online,paid,2026-03-20,2026-03-20,-50.00,0.00,-50.00
2026-03-18 17:40:44,charge,#9029,master,online,paid,2026-03-20,2026-03-20,67.95,1.27,66.68
2026-03-18 18:36:58,charge,#9038,visa,online,paid,2026-03-20,2026-03-20,412.00,6.43,405.57
2026-03-18 18:47:37,charge,#9040,visa,online,paid,2026-03-20,2026-03-20,90.00,1.60,88.40
2026-03-18 18:51:31,charge,#9041,visa,apple_pay,paid,2026-03-20,2026-03-20,48.95,0.98,47.97
2026-03-18 19:34:32,charge,#9048,master,online,paid,2026-03-20,2026-03-20,128.00,2.17,125.83
2026-03-18 19:38:19,charge,#9050,master,online,paid,2026-03-20,2026-03-20,131.95,2.23,129.72
2026-03-18 20:05:18,charge,#9055,visa,apple_pay,paid,2026-03-20,2026-03-20,28.15,0.67,27.48
2026-03-18 20:17:28,charge,#9057,visa,online,paid,2026-03-20,2026-03-20,34.00,0.76,33.24
2026-03-18 20:53:40,charge,#9060,master,online,paid,2026-03-20,2026-03-20,79.00,1.44,77.56
2026-03-18 20:55:53,charge,#9061,master,online,paid,2026-03-20,2026-03-20,101.95,1.78,100.17
2026-03-18 21:00:43,charge,#9062,visa,online,paid,2026-03-20,2026-03-20,87.00,1.56,85.44
2026-03-18 21:14:14,charge,#9063,master,google_pay,paid,2026-03-20,2026-03-20,23.95,0.61,23.34
2026-03-18 21:54:20,charge,#9068,master,online,paid,2026-03-20,2026-03-20,76.00,1.39,74.61
2026-03-18 22:00:41,charge,#9071,visa,online,paid,2026-03-20,2026-03-20,121.00,2.06,118.94
2026-03-18 22:09:24,refund,#7002,master,apple_pay,paid,2026-03-20,2026-03-20,-24.00,0.00,-24.00
2026-03-18 22:09:55,charge,#9072,master,online,paid,2026-03-20,2026-03-20,35.55,0.78,34.77
2026-03-18 22:11:25,charge,#9073,visa,online,paid,2026-03-20,2026-03-20,202.00,3.28,198.72
2026-03-18 22:14:21,charge,#9074,visa,apple_pay,paid,2026-03-20,2026-03-20,99.00,1.74,97.26
2026-03-18 22:44:58,charge,#9076,visa,online,paid,2026-03-20,2026-03-20,446.00,6.94,439.06
2026-03-18 22:48:33,charge,#9078,master,apple_pay,paid,2026-03-20,2026-03-20,68.95,1.28,67.67
2026-03-18 23:01:44,charge,#9079,master,apple_pay,paid,2026-03-20,2026-03-20,28.95,0.68,28.27
2026-03-19 01:14:58,refund,#8217,american_express,online,paid,2026-03-23,2026-03-23,-89.00,0.00,-89.00
2026-03-19 01:59:15,refund,#8481,master,online,paid,2026-03-23,2026-03-23,-19.32,0.00,-19.32
2026-03-19 06:00:42,charge,#9085,master,online,paid,2026-03-23,2026-03-23,608.95,9.38,599.57
2026-03-19 06:39:05,charge,#9087,visa,online,paid,2026-03-23,2026-03-23,56.95,1.10,55.85
2026-03-19 08:21:59,charge,#9090,visa,online,paid,2026-03-23,2026-03-23,123.00,2.10,120.90
2026-03-19 08:22:11,charge,#9089,visa,online,paid,2026-03-23,2026-03-23,79.20,1.44,77.76
2026-03-19 09:07:51,charge,#9093,american_express,online,paid,2026-03-23,2026-03-23,727.00,21.33,705.67
2026-03-19 09:08:56,charge,#9094,master,google_pay,paid,2026-03-23,2026-03-23,913.00,13.94,899.06
2026-03-19 09:18:44,charge,#9095,visa,google_pay,paid,2026-03-23,2026-03-23,50.95,1.01,49.94
2026-03-19 09:46:36,charge,#9098,master,google_pay,paid,2026-03-23,2026-03-23,243.00,3.90,239.10
2026-03-19 10:17:02,charge,#9099,master,apple_pay,paid,2026-03-23,2026-03-23,57.95,1.12,56.83
2026-03-19 10:19:56,charge,#9100,visa,online,paid,2026-03-23,2026-03-23,34.55,0.77,33.78
2026-03-19 11:23:52,charge,#9105,master,online,paid,2026-03-23,2026-03-23,189.00,3.08,185.92
2026-03-19 11:48:18,charge,#9107,visa,google_pay,paid,2026-03-23,2026-03-23,111.95,1.93,110.02
2026-03-19 12:27:28,charge,#9109,visa,online,paid,2026-03-23,2026-03-23,185.95,3.04,182.91
2026-03-19 12:39:18,charge,#9110,visa,online,paid,2026-03-23,2026-03-23,176.00,2.89,173.11
2026-03-19 14:16:52,charge,#9116,master,online,paid,2026-03-23,2026-03-23,115.00,1.98,113.02
2026-03-19 14:25:24,charge,#9117,visa,online,paid,2026-03-23,2026-03-23,224.10,3.61,220.49
2026-03-19 14:40:46,charge,#9120,master,online,paid,2026-03-23,2026-03-23,337.00,5.30,331.70
2026-03-19 15:18:45,charge,#9123,master,online,paid,2026-03-23,2026-03-23,23.95,0.61,23.34
2026-03-19 15:19:33,charge,#9124,visa,online,paid,2026-03-23,2026-03-23,312.00,4.93,307.07
2026-03-19 15:41:16,charge,#9126,visa,online,paid,2026-03-23,2026-03-23,513.00,7.94,505.06
2026-03-19 16:16:50,charge,#9128,visa,online,paid,2026-03-23,2026-03-23,101.95,1.78,100.17
2026-03-19 17:04:37,charge,#9131,visa,online,paid,2026-03-23,2026-03-23,87.20,1.56,85.64
2026-03-19 17:33:13,charge,#9133,visa,apple_pay,paid,2026-03-23,2026-03-23,201.95,3.28,198.67
2026-03-19 17:37:22,charge,#9135,master,online,paid,2026-03-23,2026-03-23,31.05,0.72,30.33
2026-03-19 17:45:27,refund,#7420,master,online,paid,2026-03-23,2026-03-23,-23.95,0.00,-23.95
2026-03-19 18:16:14,charge,#9136,master,online,paid,2026-03-23,2026-03-23,652.00,10.03,641.97
2026-03-19 18:35:38,charge,#9138,american_express,online,paid,2026-03-23,2026-03-23,38.95,1.38,37.57
2026-03-19 18:44:38,charge,#9139,visa,online,paid,2026-03-23,2026-03-23,77.60,1.41,76.19
2026-03-19 18:47:27,charge,#9140,visa,google_pay,paid,2026-03-23,2026-03-23,586.00,9.04,576.96
2026-03-19 18:53:06,charge,#9141,american_express,online,paid,2026-03-23,2026-03-23,47.95,1.64,46.31
2026-03-19 19:14:55,charge,#9146,visa,apple_pay,paid,2026-03-23,2026-03-23,523.25,8.10,515.15
2026-03-19 19:52:43,charge,#9147,visa,online,paid,2026-03-23,2026-03-23,197.00,3.20,193.80
2026-03-19 19:55:20,charge,#9148,visa,online,paid,2026-03-23,2026-03-23,228.00,3.67,224.33
2026-03-19 20:06:31,charge,#9149,american_express,online,paid,2026-03-23,2026-03-23,38.95,1.38,37.57
2026-03-19 20:20:52,charge,#9153,visa,google_pay,paid,2026-03-23,2026-03-23,351.00,5.52,345.48
2026-03-19 20:22:41,charge,#9154,visa,online,paid,2026-03-23,2026-03-23,48.15,0.97,47.18
2026-03-19 20:23:49,charge,#9156,master,apple_pay,paid,2026-03-23,2026-03-23,147.00,2.46,144.54
2026-03-19 20:29:42,charge,#9157,visa,online,paid,2026-03-23,2026-03-23,303.00,4.80,298.20
2026-03-19 20:56:14,charge,#9158,master,apple_pay,paid,2026-03-23,2026-03-23,448.20,6.97,441.23
2026-03-19 21:02:16,charge,#9160,american_express,apple_pay,paid,2026-03-23,2026-03-23,89.00,2.83,86.17
2026-03-19 21:21:56,charge,#9161,visa,online,paid,2026-03-23,2026-03-23,198.00,3.22,194.78
2026-03-19 21:42:36,charge,#9163,master,online,paid,2026-03-23,2026-03-23,378.00,5.92,372.08
2026-03-19 22:01:08,charge,#9166,visa,online,paid,2026-03-23,2026-03-23,23.95,0.61,23.34
2026-03-19 22:07:41,charge,#9167,visa,online,paid,2026-03-23,2026-03-23,35.45,0.78,34.67
2026-03-19 22:25:13,charge,#9168,master,online,paid,2026-03-23,2026-03-23,139.00,2.34,136.66
2026-03-19 22:43:44,charge,#9169,visa,online,paid,2026-03-23,2026-03-23,23.95,0.61,23.34
2026-03-19 22:51:19,charge,#9170,visa,online,paid,2026-03-23,2026-03-23,90.00,1.60,88.40
2026-03-19 23:26:30,charge,#9172,visa,apple_pay,paid,2026-03-23,2026-03-23,267.00,4.26,262.74
2026-03-20 00:57:37,charge,#9175,visa,online,paid,2026-03-24,2026-03-24,249.00,3.98,245.02
2026-03-20 02:34:03,refund,#8728,visa,online,paid,2026-03-24,2026-03-24,-260.80,0.00,-260.80
2026-03-20 03:18:21,refund,#6948,visa,google_pay,paid,2026-03-24,2026-03-24,-451.00,0.00,-451.00
2026-03-20 05:18:06,charge,#9178,visa,online,paid,2026-03-24,2026-03-24,62.55,1.19,61.36
2026-03-20 06:27:12,charge,#9179,visa,online,paid,2026-03-24,2026-03-24,267.00,4.26,262.74
2026-03-20 07:08:13,charge,#9181,master,online,paid,2026-03-24,2026-03-24,56.15,1.09,55.06
2026-03-20 07:34:50,charge,#9182,visa,online,paid,2026-03-24,2026-03-24,61.95,1.18,60.77
2026-03-20 07:44:31,charge,#9183,visa,google_pay,paid,2026-03-24,2026-03-24,90.00,1.60,88.40
2026-03-20 07:58:14,charge,#9184,visa,online,paid,2026-03-24,2026-03-24,159.00,2.64,156.36
2026-03-20 08:05:24,charge,#9186,master,online,paid,2026-03-24,2026-03-24,118.00,2.02,115.98
2026-03-20 08:12:20,charge,#9189,visa,apple_pay,paid,2026-03-24,2026-03-24,33.95,0.76,33.19
2026-03-20 08:39:53,charge,#9190,visa,online,paid,2026-03-24,2026-03-24,119.00,2.04,116.96
2026-03-20 08:42:58,charge,#9192,master,online,paid,2026-03-24,2026-03-24,268.00,4.27,263.73
2026-03-20 08:50:53,charge,#9193,master,online,paid,2026-03-24,2026-03-24,158.00,2.62,155.38
2026-03-20 08:52:31,charge,#9194,visa,apple_pay,paid,2026-03-24,2026-03-24,68.95,1.28,67.67
2026-03-20 09:34:05,charge,#9198,master,online,paid,2026-03-24,2026-03-24,147.00,2.46,144.54
2026-03-20 09:49:17,charge,#9199,visa,online,paid,2026-03-24,2026-03-24,118.00,2.02,115.98
2026-03-20 09:53:08,charge,#9201,master,online,paid,2026-03-24,2026-03-24,61.95,1.18,60.77
2026-03-20 10:40:57,charge,#9203,master,online,paid,2026-03-24,2026-03-24,313.00,4.94,308.06
2026-03-20 11:04:05,charge,#9205,visa,online,paid,2026-03-24,2026-03-24,249.00,3.98,245.02
2026-03-20 12:01:17,charge,#9211,visa,online,paid,2026-03-24,2026-03-24,207.00,3.36,203.64
2026-03-20 12:07:58,charge,#9213,visa,online,paid,2026-03-24,2026-03-24,23.95,0.61,23.34
2026-03-20 12:45:37,refund,#8176,visa,apple_pay,paid,2026-03-24,2026-03-24,-267.00,0.00,-267.00
2026-03-20 13:15:31,charge,#9217,master,google_pay,paid,2026-03-24,2026-03-24,168.00,2.77,165.23
2026-03-20 13:31:05,charge,#9219,visa,online,paid,2026-03-24,2026-03-24,28.15,0.67,27.48
2026-03-20 13:45:58,charge,#9221,visa,online,paid,2026-03-24,2026-03-24,28.15,0.67,27.48
2026-03-20 14:31:56,charge,#9225,master,online,paid,2026-03-24,2026-03-24,395.00,6.18,388.82
2026-03-20 14:42:11,charge,#9226,visa,online,paid,2026-03-24,2026-03-24,23.95,0.61,23.34
2026-03-20 14:53:01,charge,#9228,visa,online,paid,2026-03-24,2026-03-24,315.00,4.98,310.02
2026-03-20 14:57:51,charge,#9229,visa,apple_pay,paid,2026-03-24,2026-03-24,35.35,0.78,34.57
2026-03-20 15:13:14,refund,#7984,master,apple_pay,paid,2026-03-24,2026-03-24,-98.00,0.00,-98.00
2026-03-20 16:17:47,charge,#9237,visa,online,paid,2026-03-24,2026-03-24,460.80,7.16,453.64
2026-03-20 16:28:06,charge,#9238,visa,online,paid,2026-03-24,2026-03-24,336.95,5.30,331.65
2026-03-20 16:33:20,charge,#9239,american_express,google_pay,paid,2026-03-24,2026-03-24,28.95,1.09,27.86
2026-03-20 16:44:16,charge,#9240,master,online,paid,2026-03-24,2026-03-24,71.95,1.33,70.62
2026-03-20 17:28:03,charge,#9244,master,online,paid,2026-03-24,2026-03-24,41.95,0.88,41.07
2026-03-20 17:40:47,charge,#9245,visa,online,paid,2026-03-24,2026-03-24,28.15,0.67,27.48
2026-03-20 17:41:50,charge,#9246,master,google_pay,paid,2026-03-24,2026-03-24,160.00,2.65,157.35
2026-03-20 18:16:55,charge,#9249,master,online,paid,2026-03-24,2026-03-24,200.00,3.25,196.75
2026-03-20 18:34:59,charge,#9252,visa,online,paid,2026-03-24,2026-03-24,49.95,1.00,48.95
2026-03-20 18:35:00,charge,#9255,visa,online,paid,2026-03-24,2026-03-24,99.00,1.74,97.26
2026-03-20 18:35:03,charge,#9253,master,online,paid,2026-03-24,2026-03-24,430.95,6.71,424.24
2026-03-20 18:39:39,charge,#9256,master,online,paid,2026-03-24,2026-03-24,332.00,5.23,326.77
2026-03-20 19:05:13,charge,#9258,visa,online,paid,2026-03-24,2026-03-24,833.00,12.74,820.26
2026-03-20 19:12:10,charge,#9260,master,apple_pay,paid,2026-03-24,2026-03-24,183.00,3.00,180.00
2026-03-20 19:31:59,charge,#9262,visa,online,paid,2026-03-24,2026-03-24,212.00,3.43,208.57
2026-03-20 19:51:31,refund,#8529,visa,online,paid,2026-03-24,2026-03-24,-89.00,0.00,-89.00
2026-03-20 19:56:43,charge,#9264,master,online,paid,2026-03-24,2026-03-24,73.95,1.36,72.59
2026-03-20 20:12:08,charge,#9266,visa,apple_pay,paid,2026-03-24,2026-03-24,514.95,7.97,506.98
2026-03-20 20:13:59,charge,#9267,visa,online,paid,2026-03-24,2026-03-24,218.00,3.52,214.48
2026-03-20 20:36:42,charge,#9269,visa,online,paid,2026-03-24,2026-03-24,81.00,1.46,79.54
2026-03-20 20:41:39,charge,#9270,master,online,paid,2026-03-24,2026-03-24,42.95,0.89,42.06
2026-03-20 21:04:53,charge,#9272,visa,online,paid,2026-03-24,2026-03-24,46.95,0.95,46.00
2026-03-20 21:48:14,charge,#9275,visa,online,paid,2026-03-24,2026-03-24,76.00,1.39,74.61
2026-03-20 22:03:51,charge,#9278,visa,apple_pay,paid,2026-03-24,2026-03-24,94.00,1.66,92.34
2026-03-20 22:18:49,charge,#9279,visa,online,paid,2026-03-24,2026-03-24,129.00,2.18,126.82
2026-03-20 22:27:11,charge,#9280,visa,google_pay,paid,2026-03-24,2026-03-24,412.80,6.44,406.36
2026-03-20 22:39:45,charge,#9281,visa,online,paid,2026-03-24,2026-03-24,49.95,1.00,48.95
2026-03-20 23:39:51,charge,#9285,visa,online,paid,2026-03-24,2026-03-24,230.95,3.71,227.24
2026-03-20 23:42:01,charge,#9286,visa,online,paid,2026-03-24,2026-03-24,38.95,0.83,38.12
2026-03-21 00:00:20,charge,#9288,visa,online,paid,2026-03-24,2026-03-24,778.00,11.92,766.08
2026-03-21 03:59:05,charge,#9290,visa,online,paid,2026-03-24,2026-03-24,190.55,3.11,187.44
2026-03-21 05:08:26,refund,#7355,visa,online,paid,2026-03-24,2026-03-24,-11.15,0.00,-11.15
2026-03-21 05:15:53,charge,#9291,master,online,paid,2026-03-24,2026-03-24,329.00,5.18,323.82
2026-03-21 05:23:07,charge,#9292,visa,online,paid,2026-03-24,2026-03-24,57.95,1.12,56.83
2026-03-21 06:10:51,charge,#9293,visa,online,paid,2026-03-24,2026-03-24,168.00,2.77,165.23
2026-03-21 07:06:28,charge,#9294,visa,online,paid,2026-03-24,2026-03-24,167.00,2.76,164.24
